id,name,HP,attack,defense,sp. attack,sp. defense,speed,species,description,height,weight,gender,thumbnail,type_fire,type_water,type_electric,type_grass,type_ice,type_fighting,type_poison,type_ground,type_flying,type_psychic,type_bug,type_rock,type_ghost,type_dragon,type_dark,type_steel,type_fairy
487,"Giratina",150,100,120,100,120,90,"Renegade Pokémon","It was banished for its violence. It silently gazed upon the old world from the Distortion World.","4.5 m","750 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/487.png",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
488,"Cresselia",120,70,120,75,130,85,"Lunar Pokémon","Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.","1.5 m","85.6 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/488.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
489,"Phione",80,80,80,80,80,80,"Sea Drifter Pokémon","It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.","0.4 m","3.1 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/489.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,"Manaphy",100,100,100,100,100,100,"Seafaring Pokémon","It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.","0.3 m","1.4 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/490.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,"Darkrai",70,90,90,135,90,125,"Pitch-Black Pokémon","It can lull people to sleep and make them dream. It is active during nights of the new moon.","1.5 m","50.5 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/491.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
492,"Shaymin",100,100,100,100,100,100,"Gratitude Pokémon","The blooming of Gracidea flowers confers the power of flight upon it. Feelings of gratitude are the message it delivers.","0.2 m","2.1 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/492.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
493,"Arceus",120,120,120,120,120,120,"Alpha Pokémon","It is told in mythology that this Pokémon was born before the universe even existed.","3.2 m","320 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/493.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,"Victini",100,100,100,100,100,100,"Victory Pokémon","When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.","0.4 m","4 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/494.png",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
495,"Snivy",45,45,55,45,55,63,"Grass Snake Pokémon","They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.","0.6 m","8.1 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/495.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
496,"Servine",60,60,75,60,75,83,"Grass Snake Pokémon","When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.","0.8 m","16 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/496.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
497,"Serperior",75,75,95,75,95,113,"Regal Pokémon","It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.","3.3 m","63 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/497.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
498,"Tepig",65,63,45,45,45,45,"Fire Pig Pokémon","It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.","0.5 m","9.9 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/498.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,"Pignite",90,93,55,70,55,55,"Fire Pig Pokémon","When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.","1 m","55.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/499.png",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500,"Emboar",110,123,65,100,65,65,"Mega Fire Pig Pokémon","It has mastered fast and powerful fighting moves. It grows a beard of fire.","1.6 m","150 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/500.png",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
501,"Oshawott",55,55,45,63,45,45,"Sea Otter Pokémon","It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.","0.5 m","5.9 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/501.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,"Dewott",75,75,60,83,60,60,"Discipline Pokémon","As a result of strict training, each Dewott learns different forms for using the scalchops.","0.8 m","24.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/502.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,"Samurott",95,100,85,108,70,70,"Formidable Pokémon","One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.","1.5 m","94.6 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/503.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,"Patrat",45,55,39,35,39,42,"Scout Pokémon","Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.","0.5 m","11.6 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/504.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,"Watchog",60,85,69,60,69,77,"Lookout Pokémon","When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.","1.1 m","27 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/505.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,"Lillipup",45,60,45,25,45,55,"Puppy Pokémon","This Pokémon is popular with beginners because it’s intelligent, obedient to its Trainer’s commands, and easy to raise.","0.4 m","4.1 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/506.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,"Herdier",65,80,65,35,65,60,"Loyal Dog Pokémon","It has been living with people for so long that portrayals of it can be found on the walls of caves from long, long ago.","0.9 m","14.7 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/507.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,"Stoutland",85,110,90,45,90,80,"Big-Hearted Pokémon","Its fur is long and thick. A long time ago in cold regions, every household kept a Stoutland.","1.2 m","61 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/508.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,"Purrloin",41,50,37,50,37,66,"Devious Pokémon","They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.","0.4 m","10.1 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/509.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
510,"Liepard",64,88,50,88,50,106,"Cruel Pokémon","Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.","1.1 m","37.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/510.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
511,"Pansage",50,53,48,53,48,64,"Grass Monkey Pokémon","It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.","0.6 m","10.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/511.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
512,"Simisage",75,98,63,98,63,101,"Thorn Monkey Pokémon","Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.","1.1 m","30.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/512.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
513,"Pansear",50,53,48,53,48,64,"High Temp Pokémon","This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.","0.6 m","11 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/513.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,"Simisear",75,98,63,98,63,101,"Ember Pokémon","When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.","1 m","28 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/514.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,"Panpour",50,53,48,53,48,64,"Spray Pokémon","The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.","0.6 m","13.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/515.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,"Simipour",75,98,63,98,63,101,"Geyser Pokémon","It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.","1 m","29 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/516.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,"Munna",76,25,45,67,55,24,"Dream Eater Pokémon","It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.","0.6 m","23.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/517.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
518,"Musharna",116,55,85,107,95,29,"Drowsing Pokémon","The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.","1.1 m","60.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/518.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
519,"Pidove",50,55,50,36,30,43,"Tiny Pigeon Pokémon","These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.","0.3 m","2.1 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/519.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
520,"Tranquill",62,77,62,50,42,65,"Wild Pigeon Pokémon","No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.","0.6 m","15 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/520.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
521,"Unfezant",80,115,80,65,55,93,"Proud Pokémon","Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.","1.2 m","29 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/521.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
522,"Blitzle",45,60,32,50,32,76,"Electrified Pokémon","Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.","0.8 m","29.8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/522.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Zebstrika",75,100,63,80,63,116,"Thunderbolt Pokémon","They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.","1.6 m","79.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/523.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"Roggenrola",55,75,85,25,25,15,"Mantle Pokémon","It was found in a fissure in a layer of exposed rock. The material that makes up its body is dirt from several hundred years ago.","0.4 m","18 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/524.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
525,"Boldore",70,105,105,50,40,20,"Ore Pokémon","Its orange crystals are lumps of powerful energy. They’re valuable, so Boldore is sometimes targeted for them.","0.9 m","102 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/525.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
526,"Gigalith",85,135,130,60,80,25,"Compressed Pokémon","It absorbs rays of sunlight and shoots out energy. It’s usually lurking deep beneath the surface.","1.7 m","260 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/526.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
527,"Woobat",65,45,43,55,43,72,"Bat Pokémon","The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.","0.4 m","2.1 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/527.png",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
528,"Swoobat",67,57,55,77,55,114,"Courting Pokémon","Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.","0.9 m","10.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/528.png",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
529,"Drilbur",60,85,40,30,45,68,"Mole Pokémon","By spinning its body, it can dig straight through the ground at a speed of 30 mph.","0.3 m","8.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/529.png",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
530,"Excadrill",110,135,60,50,65,88,"Subterrene Pokémon","More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.","0.7 m","40.4 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/530.png",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
531,"Audino",103,60,86,60,86,50,"Hearing Pokémon","It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.","1.1 m","31 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/531.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,"Timburr",75,80,55,25,35,35,"Muscular Pokémon","Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs.","0.6 m","12.5 kg","75:25","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/532.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
533,"Gurdurr",85,105,85,40,50,40,"Muscular Pokémon","This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.","1.2 m","40 kg","75:25","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/533.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
534,"Conkeldurr",105,140,95,55,65,45,"Muscular Pokémon","Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete.","1.4 m","87 kg","75:25","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/534.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
535,"Tympole",50,50,40,50,40,64,"Tadpole Pokémon","By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk.","0.5 m","4.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/535.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,"Palpitoad",75,65,55,65,55,69,"Vibration Pokémon","It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents.","0.8 m","17 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/536.png",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
537,"Seismitoad",105,95,75,85,75,74,"Vibration Pokémon","They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.","1.5 m","62 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/537.png",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
538,"Throh",120,100,85,30,85,45,"Judo Pokémon","When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger.","1.3 m","55.5 kg","100:0","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/538.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
539,"Sawk",75,125,75,30,75,85,"Karate Pokémon","Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.","1.4 m","51 kg","100:0","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/539.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
540,"Sewaddle",45,53,70,40,60,42,"Sewing Pokémon","Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.","0.3 m","2.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/540.png",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
541,"Swadloon",55,63,90,50,80,42,"Leaf-Wrapped Pokémon","It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.","0.5 m","7.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/541.png",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
